Time-Stamp, Data-Prefix, Data-Size, OutputStream, Age, Geschlecht, Inzidenzort, Geburtsdatum, Diagnose_ICD10_Code, Diagnosedatum, Average-Risk, Lowest-Risk, Highest-Risk
2023-09-27 08:49:52.552, zfkd_, 60000_, test_zfkd_2.txt, 3, 2, 0, 0, 0, 0, 0.0011333333333333334, 4.677268475210477E-4, 0.001652892561983471
2023-09-27 08:49:53.109, zfkd_, 60000_, test_zfkd_2.txt, 4, 0, 0, 0, 0, 0, 0.0011333333333333334, 4.677268475210477E-4, 0.001652892561983471
2023-09-27 08:49:53.599, zfkd_, 60000_, test_zfkd_2.txt, 4, 1, 0, 0, 0, 0, 0.0011333333333333334, 4.677268475210477E-4, 0.001652892561983471
2023-09-27 08:49:54.114, zfkd_, 60000_, test_zfkd_2.txt, 4, 2, 0, 0, 0, 0, 0.0011333333333333334, 4.677268475210477E-4, 0.001652892561983471
2023-09-27 08:49:54.797, zfkd_, 60000_, test_zfkd_2.txt, 5, 0, 0, 0, 0, 0, 0.0011333333333333334, 4.677268475210477E-4, 0.001652892561983471
2023-09-27 08:49:55.416, zfkd_, 60000_, test_zfkd_2.txt, 5, 1, 0, 0, 0, 0, 0.0011333333333333334, 4.677268475210477E-4, 0.001652892561983471
2023-09-27 08:49:56.094, zfkd_, 60000_, test_zfkd_2.txt, 5, 2, 0, 0, 0, 0, 0.0011333333333333334, 4.677268475210477E-4, 0.001652892561983471
2023-09-27 09:14:24.748, zfkd_, 60000_, test_zfkd_2.txt, 0, 0, 0, 0, 0, 0, 0.11324999999999999, 0.030303030303030304, 1.0
2023-09-27 09:14:26.148, zfkd_, 60000_, test_zfkd_2.txt, 0, 0, 1, 0, 0, 0, 0.11324999999999999, 0.030303030303030304, 1.0
2023-09-27 09:14:28.209, zfkd_, 60000_, test_zfkd_2.txt, 0, 0, 2, 0, 0, 0, 0.11324999999999999, 0.030303030303030304, 1.0
2023-09-27 09:14:29.889, zfkd_, 60000_, test_zfkd_2.txt, 0, 0, 3, 0, 0, 0, 0.11324999999999999, 0.030303030303030304, 1.0
2023-09-27 09:14:31.517, zfkd_, 60000_, test_zfkd_2.txt, 0, 0, 4, 0, 0, 0, 0.11324999999999999, 0.030303030303030304, 1.0
2023-09-27 09:14:33.919, zfkd_, 60000_, test_zfkd_2.txt, 0, 0, 5, 0, 0, 0, 0.11324999999999999, 0.030303030303030304, 1.0
2023-09-27 09:14:36.055, zfkd_, 60000_, test_zfkd_2.txt, 0, 0, 6, 0, 0, 0, 0.11324999999999999, 0.030303030303030304, 1.0
2023-09-27 09:14:37.282, zfkd_, 60000_, test_zfkd_2.txt, 0, 1, 0, 0, 0, 0, 0.11324999999999999, 0.030303030303030304, 1.0
2023-09-27 09:14:38.771, zfkd_, 60000_, test_zfkd_2.txt, 0, 1, 1, 0, 0, 0, 0.11324999999999999, 0.030303030303030304, 1.0
2023-09-27 09:14:40.197, zfkd_, 60000_, test_zfkd_2.txt, 0, 1, 2, 0, 0, 0, 0.11324999999999999, 0.030303030303030304, 1.0
2023-09-27 09:14:42.685, zfkd_, 60000_, test_zfkd_2.txt, 0, 1, 3, 0, 0, 0, 0.11324999999999999, 0.030303030303030304, 1.0
2023-09-27 09:14:43.997, zfkd_, 60000_, test_zfkd_2.txt, 0, 1, 4, 0, 0, 0, 0.11324999999999999, 0.030303030303030304, 1.0
2023-09-27 09:14:45.317, zfkd_, 60000_, test_zfkd_2.txt, 0, 1, 5, 0, 0, 0, 0.11324999999999999, 0.030303030303030304, 1.0
2023-09-27 09:14:46.661, zfkd_, 60000_, test_zfkd_2.txt, 0, 1, 6, 0, 0, 0, 0.11324999999999999, 0.030303030303030304, 1.0
2023-09-27 09:14:48.72, zfkd_, 60000_, test_zfkd_2.txt, 0, 2, 0, 0, 0, 0, 0.11324999999999999, 0.030303030303030304, 1.0
2023-09-27 09:14:51.143, zfkd_, 60000_, test_zfkd_2.txt, 0, 2, 1, 0, 0, 0, 0.11324999999999999, 0.030303030303030304, 1.0
