Time-Stamp, Data-Prefix, Data-Size, Feature-Changes, Information loss, Age, Geschlecht, Inzidenzort, Diagnose_ICD10_Code, Geburtsdatum, Diagnosedatum, Average-Risk, Lowest-Risk, Highest-Risk, Avg EquivClassSize, Max EquivClassSize, NumOfEquivClasses, NumOfRecordsSuppressedRecords, NumOfSuppressedRecords, privacyModel1, privacyModel2
2023-11-23 11:28:09.041, zfkd_, 10, all data sizes, 1.0, 0, 0, 0, -1, -1, -1, 0.0, 0.0, 0.0, 0, 0, 0, 10, 10, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:09.071, zfkd_, 10, all data sizes, 1.0, 0, 0, 1, -1, -1, -1, 0.0, 0.0, 0.0, 0, 0, 0, 10, 10, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:09.092, zfkd_, 10, all data sizes, 1.0, 0, 0, 2, -1, -1, -1, 0.0, 0.0, 0.0, 0, 0, 0, 10, 10, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:09.129, zfkd_, 10, all data sizes, 1.0, 0, 0, 3, -1, -1, -1, 0.0, 0.0, 0.0, 0, 0, 0, 10, 10, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:09.19, zfkd_, 10, all data sizes, 1.0, 0, 0, 4, -1, -1, -1, 0.0, 0.0, 0.0, 0, 0, 0, 10, 10, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:09.223, zfkd_, 10, all data sizes, 1.0, 0, 0, 5, -1, -1, -1, 0.0, 0.0, 0.0, 0, 0, 0, 10, 10, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:09.236, zfkd_, 10, all data sizes, 1.0, 0, 1, 0, -1, -1, -1, 0.0, 0.0, 0.0, 0, 0, 0, 10, 10, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:09.264, zfkd_, 10, all data sizes, 1.0, 0, 1, 1, -1, -1, -1, 0.0, 0.0, 0.0, 0, 0, 0, 10, 10, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:09.294, zfkd_, 10, all data sizes, 1.0, 0, 1, 2, -1, -1, -1, 0.0, 0.0, 0.0, 0, 0, 0, 10, 10, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:09.314, zfkd_, 10, all data sizes, 1.0, 0, 1, 3, -1, -1, -1, 0.0, 0.0, 0.0, 0, 0, 0, 10, 10, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:09.381, zfkd_, 10, all data sizes, 1.0, 0, 1, 4, -1, -1, -1, 0.0, 0.0, 0.0, 0, 0, 0, 10, 10, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:09.447, zfkd_, 10, all data sizes, 1.0, 0, 1, 5, -1, -1, -1, 0.0, 0.0, 0.0, 0, 0, 0, 10, 10, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:09.467, zfkd_, 10, all data sizes, 1.0, 1, 0, 0, -1, -1, -1, 0.0, 0.0, 0.0, 0, 0, 0, 10, 10, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:09.502, zfkd_, 10, all data sizes, 1.0, 1, 0, 1, -1, -1, -1, 0.0, 0.0, 0.0, 0, 0, 0, 10, 10, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:09.596, zfkd_, 10, all data sizes, 1.0, 1, 0, 2, -1, -1, -1, 0.0, 0.0, 0.0, 0, 0, 0, 10, 10, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:09.623, zfkd_, 10, all data sizes, 1.0, 1, 0, 3, -1, -1, -1, 0.0, 0.0, 0.0, 0, 0, 0, 10, 10, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:09.659, zfkd_, 10, all data sizes, 1.0, 1, 0, 4, -1, -1, -1, 0.0, 0.0, 0.0, 0, 0, 0, 10, 10, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:09.689, zfkd_, 10, all data sizes, 1.0, 1, 0, 5, -1, -1, -1, 0.0, 0.0, 0.0, 0, 0, 0, 10, 10, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:09.762, zfkd_, 10, all data sizes, 1.0, 1, 1, 0, -1, -1, -1, 0.0, 0.0, 0.0, 0, 0, 0, 10, 10, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:09.79, zfkd_, 10, all data sizes, 1.0, 1, 1, 1, -1, -1, -1, 0.0, 0.0, 0.0, 0, 0, 0, 10, 10, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:09.815, zfkd_, 10, all data sizes, 1.0, 1, 1, 2, -1, -1, -1, 0.0, 0.0, 0.0, 0, 0, 0, 10, 10, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:09.863, zfkd_, 10, all data sizes, 1.0, 1, 1, 3, -1, -1, -1, 0.0, 0.0, 0.0, 0, 0, 0, 10, 10, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:09.891, zfkd_, 10, all data sizes, 1.0, 1, 1, 4, -1, -1, -1, 0.0, 0.0, 0.0, 0, 0, 0, 10, 10, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:09.916, zfkd_, 10, all data sizes, 1.0, 1, 1, 5, -1, -1, -1, 0.0, 0.0, 0.0, 0, 0, 0, 10, 10, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:09.938, zfkd_, 10, all data sizes, 1.0, 2, 0, 0, -1, -1, -1, 0.0, 0.0, 0.0, 0, 0, 0, 10, 10, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:10.18, zfkd_, 10, all data sizes, 1.0, 2, 0, 1, -1, -1, -1, 0.0, 0.0, 0.0, 0, 0, 0, 10, 10, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:10.235, zfkd_, 10, all data sizes, 1.0, 2, 0, 2, -1, -1, -1, 0.0, 0.0, 0.0, 0, 0, 0, 10, 10, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:10.252, zfkd_, 10, all data sizes, 1.0, 2, 0, 3, -1, -1, -1, 0.0, 0.0, 0.0, 0, 0, 0, 10, 10, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:10.277, zfkd_, 10, all data sizes, 1.0, 2, 0, 4, -1, -1, -1, 0.0, 0.0, 0.0, 0, 0, 0, 10, 10, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:10.328, zfkd_, 10, all data sizes, 0.8033087478467036, 2, 0, 5, -1, -1, -1, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 3, 3, 1, 10, 7, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:10.461, zfkd_, 10, all data sizes, 1.0, 2, 1, 0, -1, -1, -1, 0.0, 0.0, 0.0, 0, 0, 0, 10, 10, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:10.538, zfkd_, 10, all data sizes, 1.0, 2, 1, 1, -1, -1, -1, 0.0, 0.0, 0.0, 0, 0, 0, 10, 10, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:10.576, zfkd_, 10, all data sizes, 1.0, 2, 1, 2, -1, -1, -1, 0.0, 0.0, 0.0, 0, 0, 0, 10, 10, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:10.686, zfkd_, 10, all data sizes, 1.0, 2, 1, 3, -1, -1, -1, 0.0, 0.0, 0.0, 0, 0, 0, 10, 10, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:10.729, zfkd_, 10, all data sizes, 1.0, 2, 1, 4, -1, -1, -1, 0.0, 0.0, 0.0, 0, 0, 0, 10, 10, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:10.784, zfkd_, 10, all data sizes, 0.7965122936118523, 2, 1, 5, -1, -1, -1, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 3, 3, 2, 10, 4, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:10.806, zfkd_, 10, all data sizes, 1.0, 3, 0, 0, -1, -1, -1, 0.0, 0.0, 0.0, 0, 0, 0, 10, 10, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:10.824, zfkd_, 10, all data sizes, 1.0, 3, 0, 1, -1, -1, -1, 0.0, 0.0, 0.0, 0, 0, 0, 10, 10, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:10.916, zfkd_, 10, all data sizes, 1.0, 3, 0, 2, -1, -1, -1, 0.0, 0.0, 0.0, 0, 0, 0, 10, 10, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:10.929, zfkd_, 10, all data sizes, 1.0, 3, 0, 3, -1, -1, -1, 0.0, 0.0, 0.0, 0, 0, 0, 10, 10, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:10.958, zfkd_, 10, all data sizes, 1.0, 3, 0, 4, -1, -1, -1, 0.0, 0.0, 0.0, 0, 0, 0, 10, 10, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:10.981, zfkd_, 10, all data sizes, 0.5462967724248309, 3, 0, 5, -1, -1, -1, 0.2857142857142857, 0.25, 0.3333333333333333, 3, 4, 2, 10, 3, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:11.02, zfkd_, 10, all data sizes, 1.0, 3, 1, 0, -1, -1, -1, 0.0, 0.0, 0.0, 0, 0, 0, 10, 10, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:11.041, zfkd_, 10, all data sizes, 1.0, 3, 1, 1, -1, -1, -1, 0.0, 0.0, 0.0, 0, 0, 0, 10, 10, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:11.072, zfkd_, 10, all data sizes, 1.0, 3, 1, 2, -1, -1, -1, 0.0, 0.0, 0.0, 0, 0, 0, 10, 10, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:11.091, zfkd_, 10, all data sizes, 1.0, 3, 1, 3, -1, -1, -1, 0.0, 0.0, 0.0, 0, 0, 0, 10, 10, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:11.127, zfkd_, 10, all data sizes, 1.0, 3, 1, 4, -1, -1, -1, 0.0, 0.0, 0.0, 0, 0, 0, 10, 10, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:11.175, zfkd_, 10, all data sizes, 0.5462967724248309, 3, 1, 5, -1, -1, -1, 0.2857142857142857, 0.25, 0.3333333333333333, 3, 4, 2, 10, 3, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:11.247, zfkd_, 10, all data sizes, 1.0, 4, 0, 0, -1, -1, -1, 0.0, 0.0, 0.0, 0, 0, 0, 10, 10, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:11.347, zfkd_, 10, all data sizes, 1.0, 4, 0, 1, -1, -1, -1, 0.0, 0.0, 0.0, 0, 0, 0, 10, 10, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:11.372, zfkd_, 10, all data sizes, 1.0, 4, 0, 2, -1, -1, -1, 0.0, 0.0, 0.0, 0, 0, 0, 10, 10, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:11.401, zfkd_, 10, all data sizes, 1.0, 4, 0, 3, -1, -1, -1, 0.0, 0.0, 0.0, 0, 0, 0, 10, 10, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:11.421, zfkd_, 10, all data sizes, 0.785154533526419, 4, 0, 4, -1, -1, -1, 0.25, 0.25, 0.25, 4, 4, 1, 10, 6, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:11.452, zfkd_, 10, all data sizes, 0.5462967724248309, 4, 0, 5, -1, -1, -1, 0.2857142857142857, 0.25, 0.3333333333333333, 3, 4, 2, 10, 3, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:11.481, zfkd_, 10, all data sizes, 1.0, 4, 1, 0, -1, -1, -1, 0.0, 0.0, 0.0, 0, 0, 0, 10, 10, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:11.509, zfkd_, 10, all data sizes, 1.0, 4, 1, 1, -1, -1, -1, 0.0, 0.0, 0.0, 0, 0, 0, 10, 10, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:11.519, zfkd_, 10, all data sizes, 1.0, 4, 1, 2, -1, -1, -1, 0.0, 0.0, 0.0, 0, 0, 0, 10, 10, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:11.604, zfkd_, 10, all data sizes, 1.0, 4, 1, 3, -1, -1, -1, 0.0, 0.0, 0.0, 0, 0, 0, 10, 10, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:11.745, zfkd_, 10, all data sizes, 0.785154533526419, 4, 1, 4, -1, -1, -1, 0.25, 0.25, 0.25, 4, 4, 1, 10, 6, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:11.78, zfkd_, 10, all data sizes, 0.5462967724248309, 4, 1, 5, -1, -1, -1, 0.2857142857142857, 0.25, 0.3333333333333333, 3, 4, 2, 10, 3, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:12.153, zfkd_, 100, all data sizes, 1.0, 0, 0, 0, -1, -1, -1, 0.0, 0.0, 0.0, 0, 0, 0, 100, 100, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:12.172, zfkd_, 100, all data sizes, 1.0, 0, 0, 1, -1, -1, -1, 0.0, 0.0, 0.0, 0, 0, 0, 100, 100, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:12.188, zfkd_, 100, all data sizes, 1.0, 0, 0, 2, -1, -1, -1, 0.0, 0.0, 0.0, 0, 0, 0, 100, 100, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:12.216, zfkd_, 100, all data sizes, 1.0, 0, 0, 3, -1, -1, -1, 0.0, 0.0, 0.0, 0, 0, 0, 100, 100, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:12.232, zfkd_, 100, all data sizes, 0.9726280714050985, 0, 0, 4, -1, -1, -1, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 3, 3, 1, 100, 97, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:12.25, zfkd_, 100, all data sizes, 0.8366163397324435, 0, 0, 5, -1, -1, -1, 0.2916666666666667, 0.25, 0.3333333333333333, 3, 4, 7, 100, 76, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:12.268, zfkd_, 100, all data sizes, 1.0, 0, 1, 0, -1, -1, -1, 0.0, 0.0, 0.0, 0, 0, 0, 100, 100, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:12.291, zfkd_, 100, all data sizes, 1.0, 0, 1, 1, -1, -1, -1, 0.0, 0.0, 0.0, 0, 0, 0, 100, 100, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:12.305, zfkd_, 100, all data sizes, 1.0, 0, 1, 2, -1, -1, -1, 0.0, 0.0, 0.0, 0, 0, 0, 100, 100, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:12.347, zfkd_, 100, all data sizes, 1.0, 0, 1, 3, -1, -1, -1, 0.0, 0.0, 0.0, 0, 0, 0, 100, 100, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:12.369, zfkd_, 100, all data sizes, 0.9650997933609482, 0, 1, 4, -1, -1, -1, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 3, 3, 2, 100, 94, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:12.416, zfkd_, 100, all data sizes, 0.8331312908263664, 0, 1, 5, -1, -1, -1, 0.28260869565217395, 0.16666666666666666, 0.3333333333333333, 3, 6, 13, 100, 54, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:12.432, zfkd_, 100, all data sizes, 1.0, 1, 0, 0, -1, -1, -1, 0.0, 0.0, 0.0, 0, 0, 0, 100, 100, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:12.462, zfkd_, 100, all data sizes, 1.0, 1, 0, 1, -1, -1, -1, 0.0, 0.0, 0.0, 0, 0, 0, 100, 100, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:12.471, zfkd_, 100, all data sizes, 1.0, 1, 0, 2, -1, -1, -1, 0.0, 0.0, 0.0, 0, 0, 0, 100, 100, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:12.495, zfkd_, 100, all data sizes, 1.0, 1, 0, 3, -1, -1, -1, 0.0, 0.0, 0.0, 0, 0, 0, 100, 100, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:12.539, zfkd_, 100, all data sizes, 0.736352940048004, 1, 0, 4, -1, -1, -1, 0.3103448275862069, 0.2, 0.3333333333333333, 3, 5, 9, 100, 71, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:12.566, zfkd_, 100, all data sizes, 0.4419863594745139, 1, 0, 5, -1, -1, -1, 0.17721518987341772, 0.1, 0.3333333333333333, 5, 10, 14, 100, 21, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:12.588, zfkd_, 100, all data sizes, 0.9605384400728645, 1, 1, 0, -1, -1, -1, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 3, 3, 2, 100, 94, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:12.607, zfkd_, 100, all data sizes, 0.9605384400728645, 1, 1, 1, -1, -1, -1, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 3, 3, 2, 100, 94, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:12.617, zfkd_, 100, all data sizes, 0.9605384400728645, 1, 1, 2, -1, -1, -1, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 3, 3, 2, 100, 94, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:12.651, zfkd_, 100, all data sizes, 0.941459871700526, 1, 1, 3, -1, -1, -1, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 3, 3, 3, 100, 91, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:12.713, zfkd_, 100, all data sizes, 0.7026699606605114, 1, 1, 4, -1, -1, -1, 0.2653061224489796, 0.125, 0.3333333333333333, 3, 8, 13, 100, 51, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:12.745, zfkd_, 100, all data sizes, 0.4419863594745139, 1, 1, 5, -1, -1, -1, 0.17721518987341772, 0.1, 0.3333333333333333, 5, 10, 14, 100, 21, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:12.791, zfkd_, 100, all data sizes, 0.9708253422367497, 2, 0, 0, -1, -1, -1, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 3, 3, 1, 100, 97, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:12.846, zfkd_, 100, all data sizes, 0.9708253422367497, 2, 0, 1, -1, -1, -1, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 3, 3, 1, 100, 97, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:12.86, zfkd_, 100, all data sizes, 0.9708253422367497, 2, 0, 2, -1, -1, -1, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 3, 3, 1, 100, 97, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:12.873, zfkd_, 100, all data sizes, 0.9708253422367497, 2, 0, 3, -1, -1, -1, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 3, 3, 1, 100, 97, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:12.9, zfkd_, 100, all data sizes, 0.6137921243907265, 2, 0, 4, -1, -1, -1, 0.23255813953488372, 0.16666666666666666, 0.3333333333333333, 4, 6, 10, 100, 57, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:12.981, zfkd_, 100, all data sizes, 0.387570178809308, 2, 0, 5, -1, -1, -1, 0.125, 0.07692307692307693, 0.3333333333333333, 8, 13, 11, 100, 12, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:12.991, zfkd_, 100, all data sizes, 0.9225435622457898, 2, 1, 0, -1, -1, -1, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 3, 3, 4, 100, 88, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:13.003, zfkd_, 100, all data sizes, 0.9225435622457898, 2, 1, 1, -1, -1, -1, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 3, 3, 4, 100, 88, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:13.028, zfkd_, 100, all data sizes, 0.9225435622457898, 2, 1, 2, -1, -1, -1, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 3, 3, 4, 100, 88, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:13.045, zfkd_, 100, all data sizes, 0.8787183111474184, 2, 1, 3, -1, -1, -1, 0.31578947368421056, 0.25, 0.3333333333333333, 3, 4, 6, 100, 81, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:13.063, zfkd_, 100, all data sizes, 0.6084850462347022, 2, 1, 4, -1, -1, -1, 0.21538461538461537, 0.08333333333333333, 0.3333333333333333, 4, 12, 14, 100, 35, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:13.123, zfkd_, 100, all data sizes, 0.387570178809308, 2, 1, 5, -1, -1, -1, 0.125, 0.07692307692307693, 0.3333333333333333, 8, 13, 11, 100, 12, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:13.14, zfkd_, 100, all data sizes, 0.9708253422367497, 3, 0, 0, -1, -1, -1, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 3, 3, 1, 100, 97, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:13.158, zfkd_, 100, all data sizes, 0.9708253422367497, 3, 0, 1, -1, -1, -1, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 3, 3, 1, 100, 97, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:13.184, zfkd_, 100, all data sizes, 0.9708253422367497, 3, 0, 2, -1, -1, -1, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 3, 3, 1, 100, 97, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:13.22, zfkd_, 100, all data sizes, 0.851539388191614, 3, 0, 3, -1, -1, -1, 0.3125, 0.25, 0.3333333333333333, 3, 4, 5, 100, 84, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:13.234, zfkd_, 100, all data sizes, 0.4943704992743758, 3, 0, 4, -1, -1, -1, 0.18965517241379312, 0.1111111111111111, 0.3333333333333333, 5, 9, 11, 100, 42, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:13.253, zfkd_, 100, all data sizes, 0.3442894407007848, 3, 0, 5, -1, -1, -1, 0.09183673469387754, 0.047619047619047616, 0.3333333333333333, 10, 21, 9, 100, 2, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:13.265, zfkd_, 100, all data sizes, 0.8825824385657244, 3, 1, 0, -1, -1, -1, 0.31578947368421056, 0.25, 0.3333333333333333, 3, 4, 6, 100, 81, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:13.296, zfkd_, 100, all data sizes, 0.8825824385657244, 3, 1, 1, -1, -1, -1, 0.31578947368421056, 0.25, 0.3333333333333333, 3, 4, 6, 100, 81, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:13.315, zfkd_, 100, all data sizes, 0.8825824385657244, 3, 1, 2, -1, -1, -1, 0.31578947368421056, 0.25, 0.3333333333333333, 3, 4, 6, 100, 81, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:13.332, zfkd_, 100, all data sizes, 0.8041485782194098, 3, 1, 3, -1, -1, -1, 0.28125, 0.16666666666666666, 0.3333333333333333, 3, 6, 9, 100, 68, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:13.369, zfkd_, 100, all data sizes, 0.4943704992743758, 3, 1, 4, -1, -1, -1, 0.18965517241379312, 0.1111111111111111, 0.3333333333333333, 5, 9, 11, 100, 42, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:13.378, zfkd_, 100, all data sizes, 0.3442894407007848, 3, 1, 5, -1, -1, -1, 0.09183673469387754, 0.047619047619047616, 0.3333333333333333, 10, 21, 9, 100, 2, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:13.401, zfkd_, 100, all data sizes, 0.6729037412989225, 4, 0, 0, -1, -1, -1, 0.3191489361702128, 0.25, 0.3333333333333333, 3, 4, 15, 100, 53, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:13.411, zfkd_, 100, all data sizes, 0.6729037412989225, 4, 0, 1, -1, -1, -1, 0.3191489361702128, 0.25, 0.3333333333333333, 3, 4, 15, 100, 53, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:13.436, zfkd_, 100, all data sizes, 0.6729037412989225, 4, 0, 2, -1, -1, -1, 0.3191489361702128, 0.25, 0.3333333333333333, 3, 4, 15, 100, 53, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:13.452, zfkd_, 100, all data sizes, 0.6113231856350259, 4, 0, 3, -1, -1, -1, 0.25, 0.125, 0.3333333333333333, 4, 8, 14, 100, 44, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:13.481, zfkd_, 100, all data sizes, 0.37787821047251624, 4, 0, 4, -1, -1, -1, 0.10638297872340426, 0.05555555555555555, 0.3333333333333333, 9, 18, 10, 100, 6, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:13.498, zfkd_, 100, all data sizes, 0.3442894407007848, 4, 0, 5, -1, -1, -1, 0.09183673469387754, 0.047619047619047616, 0.3333333333333333, 10, 21, 9, 100, 2, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:13.519, zfkd_, 100, all data sizes, 0.6729037412989225, 4, 1, 0, -1, -1, -1, 0.3191489361702128, 0.25, 0.3333333333333333, 3, 4, 15, 100, 53, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:13.547, zfkd_, 100, all data sizes, 0.6729037412989225, 4, 1, 1, -1, -1, -1, 0.3191489361702128, 0.25, 0.3333333333333333, 3, 4, 15, 100, 53, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:13.655, zfkd_, 100, all data sizes, 0.6729037412989225, 4, 1, 2, -1, -1, -1, 0.3191489361702128, 0.25, 0.3333333333333333, 3, 4, 15, 100, 53, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:13.686, zfkd_, 100, all data sizes, 0.6113231856350259, 4, 1, 3, -1, -1, -1, 0.25, 0.125, 0.3333333333333333, 4, 8, 14, 100, 44, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 11:28:13.698, zfkd_, 100, all data sizes, 0.37787821047251624, 4, 1, 4, -1, -1, -1, 0.10638297872340426, 0.05555555555555555, 0.3333333333333333, 9, 18, 10, 100, 6, (0.5)-avg-reidentification-risk, 3-anonymity
