Time-Stamp, Data-Prefix, Data-Size, Feature-Changes, Information loss, Average-Risk, Lowest-Risk, Highest-Risk, Avg EquivClassSize, Max EquivClassSize, NumOfEquivClasses, NumOfRecordsSuppressedRecords, NumOfSuppressedRecords, privacyModel1, privacyModel2, Age, Geschlecht, Inzidenzort, Diagnose_ICD10_Code, Geburtsdatum, Diagnosedatum
2023-11-23 10:59:49.849, zfkd_, 1000, Also plus Geschlecht, 0.27131076774362906, 3, 0, 2, -1, -1, -1, 0.19818652849740934, 0.08333333333333333, 0.3333333333333333, 5, 12, 153, 1000, 228, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 10:59:49.915, zfkd_, 1000, Also plus Geschlecht, 0.2030599715204402, 3, 0, 3, -1, -1, -1, 0.16372202591283863, 0.047619047619047616, 0.3333333333333333, 6, 21, 139, 1000, 151, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 10:59:49.946, zfkd_, 1000, Also plus Geschlecht, 0.13107915339241627, 3, 0, 4, -1, -1, -1, 0.09578947368421052, 0.020833333333333332, 0.3333333333333333, 10, 48, 91, 1000, 50, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 10:59:49.989, zfkd_, 1000, Also plus Geschlecht, 0.13107915339241627, 3, 0, 5, -1, -1, -1, 0.09578947368421052, 0.020833333333333332, 0.3333333333333333, 10, 48, 91, 1000, 50, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 10:59:50.045, zfkd_, 1000, Also plus Geschlecht, 0.27131076774362906, 3, 1, 0, -1, -1, -1, 0.19818652849740934, 0.08333333333333333, 0.3333333333333333, 5, 12, 153, 1000, 228, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 10:59:50.083, zfkd_, 1000, Also plus Geschlecht, 0.27131076774362906, 3, 1, 1, -1, -1, -1, 0.19818652849740934, 0.08333333333333333, 0.3333333333333333, 5, 12, 153, 1000, 228, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 10:59:50.113, zfkd_, 1000, Also plus Geschlecht, 0.27131076774362906, 3, 1, 2, -1, -1, -1, 0.19818652849740934, 0.08333333333333333, 0.3333333333333333, 5, 12, 153, 1000, 228, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 10:59:50.174, zfkd_, 1000, Also plus Geschlecht, 0.2030599715204402, 3, 1, 3, -1, -1, -1, 0.16372202591283863, 0.047619047619047616, 0.3333333333333333, 6, 21, 139, 1000, 151, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 10:59:50.224, zfkd_, 1000, Also plus Geschlecht, 0.13107915339241627, 3, 1, 4, -1, -1, -1, 0.09578947368421052, 0.020833333333333332, 0.3333333333333333, 10, 48, 91, 1000, 50, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 10:59:50.268, zfkd_, 1000, Also plus Geschlecht, 0.13107915339241627, 3, 1, 5, -1, -1, -1, 0.09578947368421052, 0.020833333333333332, 0.3333333333333333, 10, 48, 91, 1000, 50, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 10:59:50.349, zfkd_, 1000, Also plus Geschlecht, 0.2599210498948732, 4, 0, 0, -1, -1, -1, 0.08399999999999999, 0.05, 0.25, 11, 20, 84, 1000, 0, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 10:59:50.381, zfkd_, 1000, Also plus Geschlecht, 0.2599210498948732, 4, 0, 1, -1, -1, -1, 0.08399999999999999, 0.05, 0.25, 11, 20, 84, 1000, 0, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 10:59:50.427, zfkd_, 1000, Also plus Geschlecht, 0.2599210498948732, 4, 0, 2, -1, -1, -1, 0.08399999999999999, 0.05, 0.25, 11, 20, 84, 1000, 0, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 10:59:50.461, zfkd_, 1000, Also plus Geschlecht, 0.2030599715204402, 4, 0, 3, -1, -1, -1, 0.16372202591283863, 0.047619047619047616, 0.3333333333333333, 6, 21, 139, 1000, 151, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 10:59:50.489, zfkd_, 1000, Also plus Geschlecht, 0.13107915339241627, 4, 0, 4, -1, -1, -1, 0.09578947368421052, 0.020833333333333332, 0.3333333333333333, 10, 48, 91, 1000, 50, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 10:59:50.537, zfkd_, 1000, Also plus Geschlecht, 0.13107915339241627, 4, 0, 5, -1, -1, -1, 0.09578947368421052, 0.020833333333333332, 0.3333333333333333, 10, 48, 91, 1000, 50, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 10:59:50.554, zfkd_, 1000, Also plus Geschlecht, 0.2599210498948732, 4, 1, 0, -1, -1, -1, 0.08399999999999999, 0.05, 0.25, 11, 20, 84, 1000, 0, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 10:59:50.599, zfkd_, 1000, Also plus Geschlecht, 0.2599210498948732, 4, 1, 1, -1, -1, -1, 0.08399999999999999, 0.05, 0.25, 11, 20, 84, 1000, 0, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 10:59:50.628, zfkd_, 1000, Also plus Geschlecht, 0.2599210498948732, 4, 1, 2, -1, -1, -1, 0.08399999999999999, 0.05, 0.25, 11, 20, 84, 1000, 0, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 10:59:50.707, zfkd_, 1000, Also plus Geschlecht, 0.2030599715204402, 4, 1, 3, -1, -1, -1, 0.16372202591283863, 0.047619047619047616, 0.3333333333333333, 6, 21, 139, 1000, 151, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 10:59:50.758, zfkd_, 1000, Also plus Geschlecht, 0.13107915339241627, 4, 1, 4, -1, -1, -1, 0.09578947368421052, 0.020833333333333332, 0.3333333333333333, 10, 48, 91, 1000, 50, (0.5)-avg-reidentification-risk, 3-anonymity
2023-11-23 10:59:50.877, zfkd_, 1000, Also plus Geschlecht, 0.13107915339241627, 4, 1, 5, -1, -1, -1, 0.09578947368421052, 0.020833333333333332, 0.3333333333333333, 10, 48, 91, 1000, 50, (0.5)-avg-reidentification-risk, 3-anonymity
